ID,Panel,col,row,x 3d,y 3d,to steelwire,to ceiling,to floor,x 2d,y 2d,DMX universe,DMX bk,DMX address,sensor index,deflection_cm,to wall,sequence index,known dmx,known pos,Labels,RackID,DimID,DimPort
169,000-A,12,5,1.055,5.857,0,2.284,4.111,0,0,3,0,42,0,79.2,4.243,12,1,1,row:6|pos:13|dim:1|id:170,0,1,3
170,000-A,13,5,0.989,6.170,0,2.220,4.175,0,0,3,0,43,0,74.7,4.563,13,1,1,row:6|pos:14|dim:1|id:171,0,1,3
171,000-A,14,5,0.922,6.483,0,2.153,4.241,0,0,3,0,44,0,71.0,4.306,14,1,1,row:6|pos:15|dim:1|id:172,0,1,3
172,000-A,15,5,0.856,6.796,0,2.018,4.376,0,0,3,0,45,0,61.5,3.986,15,1,1,row:6|pos:16|dim:1|id:173,0,1,3
173,000-A,16,5,0.789,7.109,0,2.059,4.336,0,0,3,0,46,0,70.6,3.666,16,1,1,row:6|pos:17|dim:1|id:174,0,1,3
174,000-A,17,5,0.723,7.422,0,2.122,4.273,0,0,3,0,47,0,83.1,3.346,17,1,1,row:6|pos:18|dim:1|id:175,0,1,3
175,000-A,18,5,0.656,7.735,0,2.206,4.189,0,0,3,0,48,0,98.7,3.026,18,1,1,row:6|pos:19|dim:1|id:176,0,1,3
176,000-A,19,5,0.590,8.048,0,2.229,4.165,0,0,3,0,49,0,109.4,2.706,19,1,1,row:6|pos:20|dim:1|id:177,0,1,3
177,000-A,20,5,0.523,8.361,0,2.256,4.139,0,0,3,0,50,0,121.5,2.386,20,1,1,row:6|pos:21|dim:1|id:178,0,1,3
178,000-A,21,5,0.457,8.675,0,2.211,4.183,0,0,3,0,51,0,127.5,2.066,21,1,1,row:6|pos:22|dim:1|id:179,0,1,3
179,000-A,22,5,0.390,8.988,0,2.185,4.209,0,0,3,0,52,0,136.5,1.746,22,1,1,row:6|pos:23|dim:1|id:180,0,1,3
180,000-A,23,5,0.323,9.300,0,2.184,4.211,0,0,3,0,53,0,149.0,1.426,23,1,1,row:6|pos:24|dim:1|id:181,0,1,3
181,000-A,24,5,0.257,9.614,0,2.236,4.159,0,0,3,0,54,0,167.9,1.106,24,1,1,row:6|pos:25|dim:1|id:182,0,1,3
182,000-A,25,5,0.190,9.927,0,2.421,3.974,0,0,3,0,55,0,201.2,0.786,25,1,1,row:6|pos:26|dim:1|id:183,0,1,3
183,000-A,26,5,0.124,10.239,0,2.612,3.783,0,0,3,0,56,0,236.1,0.466,26,1,1,row:6|pos:27|dim:1|id:184,0,1,3
184,000-A,0,6,0.597,10.177,0,2.463,3.932,0,0,4,0,1,0,214.3,0.607,26,1,1,row:7|pos:1|dim:1|id:185,0,1,4
185,000-A,1,6,0.664,9.864,0,2.139,4.256,0,0,4,0,2,0,166.6,0.927,25,1,1,row:7|pos:2|dim:1|id:186,0,1,4
186,000-A,2,6,0.730,9.550,0,2.155,4.239,0,0,4,0,3,0,154.0,1.247,24,1,1,row:7|pos:3|dim:1|id:187,0,1,4
187,000-A,3,6,0.797,9.238,0,2.206,4.188,0,0,4,0,4,0,145.9,1.567,23,1,1,row:7|pos:4|dim:1|id:188,0,1,4
188,000-A,4,6,0.863,8.925,0,2.303,4.091,0,0,4,0,5,0,143.5,1.887,22,1,1,row:7|pos:5|dim:1|id:189,0,1,4
189,000-A,5,6,0.930,8.611,0,2.354,4.041,0,0,4,0,6,0,137.5,2.207,21,1,1,row:7|pos:6|dim:1|id:190,0,1,4
190,000-A,6,6,0.996,8.299,0,2.267,4.128,0,0,4,0,7,0,118.8,2.527,20,1,1,row:7|pos:7|dim:1|id:191,0,1,4
191,000-A,7,6,1.063,7.986,0,2.067,4.328,0,0,4,0,8,0,89.9,2.847,19,1,1,row:7|pos:8|dim:1|id:192,0,1,4
192,000-A,8,6,1.129,7.673,0,2.066,4.328,0,0,4,0,9,0,82.0,3.167,18,1,1,row:7|pos:9|dim:1|id:193,0,1,4
193,000-A,9,6,1.196,7.359,0,2.045,4.350,0,0,4,0,10,0,73.0,3.487,17,1,1,row:7|pos:10|dim:1|id:194,0,1,4
194,000-A,10,6,1.262,7.046,0,2.041,4.354,0,0,4,0,11,0,66.8,3.807,16,1,1,row:7|pos:11|dim:1|id:195,0,1,4
195,000-A,11,6,1.329,6.734,0,2.093,4.301,0,0,4,0,12,0,67.4,4.127,15,1,1,row:7|pos:12|dim:1|id:196,0,1,4
196,000-A,12,6,1.396,6.420,0,2.169,4.225,0,0,4,0,13,0,71.4,4.447,14,1,1,row:7|pos:13|dim:1|id:197,0,1,4
197,000-A,13,6,1.462,6.107,0,2.207,4.187,0,0,4,0,14,0,72.7,4.472,13,1,1,row:7|pos:14|dim:1|id:198,0,1,4
198,000-A,14,6,1.529,5.795,0,2.226,4.168,0,0,4,0,15,0,73.1,4.152,12,1,1,row:7|pos:15|dim:1|id:199,0,1,4
199,000-A,15,6,1.595,5.481,0,2.274,4.120,0,0,4,0,16,0,77.4,3.832,11,1,1,row:7|pos:16|dim:1|id:200,0,1,4
200,000-A,16,6,1.662,5.168,0,2.387,4.008,0,0,4,0,17,0,89.3,3.512,10,1,1,row:7|pos:17|dim:1|id:201,0,1,4
201,000-A,17,6,1.728,4.855,0,2.579,3.816,0,0,4,0,18,0,110.2,3.192,9,1,1,row:7|pos:18|dim:1|id:202,0,1,4
202,000-A,18,6,1.795,4.542,0,2.845,3.550,0,0,4,0,19,0,139.7,2.872,8,1,1,row:7|pos:19|dim:1|id:203,0,1,4
203,000-A,19,6,1.861,4.229,0,3.137,3.258,0,0,4,0,20,0,172.7,2.552,7,1,1,row:7|pos:20|dim:1|id:204,0,1,4
204,000-A,20,6,1.928,3.916,0,3.374,3.021,0,0,4,0,21,0,201.3,2.232,6,1,1,row:7|pos:21|dim:1|id:205,0,1,4
205,000-A,21,6,1.994,3.603,0,3.526,2.869,0,0,4,0,22,0,222.4,1.912,5,1,1,row:7|pos:22|dim:1|id:206,0,1,4
206,000-A,22,6,2.061,3.290,0,3.572,2.823,0,0,4,0,23,0,234.0,1.592,4,1,1,row:7|pos:23|dim:1|id:207,0,1,4
207,000-A,23,6,2.127,2.977,0,3.534,2.860,0,0,4,0,24,0,238.4,1.272,3,1,1,row:7|pos:24|dim:1|id:208,0,1,4
208,000-A,24,6,2.194,2.664,0,3.387,3.007,0,0,4,0,25,0,232.8,0.952,2,1,1,row:7|pos:25|dim:1|id:209,0,1,4
209,000-A,25,6,2.260,2.351,0,3.101,3.293,0,0,4,0,26,0,214.4,0.632,1,1,1,row:7|pos:26|dim:1|id:210,0,1,4
210,000-A,26,6,2.327,2.038,0,2.699,3.696,0,0,4,0,27,0,185.4,0.312,0,1,1,row:7|pos:27|dim:1|id:211,0,1,4
211,000-A,0,7,2.734,2.288,0,2.595,3.800,0,0,4,0,28,0,166.8,0.533,0,1,1,row:8|pos:1|dim:1|id:212,0,1,4
212,000-A,1,7,2.667,2.601,0,2.977,3.418,0,0,4,0,29,0,194.6,0.853,1,1,1,row:8|pos:2|dim:1|id:213,0,1,4
213,000-A,2,7,2.601,2.914,0,3.209,3.185,0,0,4,0,30,0,208.4,1.173,2,1,1,row:8|pos:3|dim:1|id:214,0,1,4
214,000-A,3,7,2.534,3.227,0,3.346,3.049,0,0,4,0,31,0,213.7,1.493,3,1,1,row:8|pos:4|dim:1|id:215,0,1,4
215,000-A,4,7,2.468,3.541,0,3.390,3.005,0,0,4,0,32,0,210.8,1.814,4,1,1,row:8|pos:5|dim:1|id:216,0,1,4
216,000-A,5,7,2.401,3.853,0,3.322,3.072,0,0,4,0,33,0,197.8,2.134,5,1,1,row:8|pos:6|dim:1|id:217,0,1,4
217,000-A,6,7,2.335,4.167,0,3.128,3.266,0,0,4,0,34,0,173.2,2.454,6,1,1,row:8|pos:7|dim:1|id:218,0,1,4
218,000-A,7,7,2.268,4.479,0,2.853,3.542,0,0,4,0,35,0,141.5,2.774,7,1,1,row:8|pos:8|dim:1|id:219,0,1,4
219,000-A,8,7,2.202,4.793,0,2.551,3.843,0,0,4,0,36,0,108.3,3.094,8,1,1,row:8|pos:9|dim:1|id:220,0,1,4
220,000-A,9,7,2.135,5.106,0,2.310,4.084,0,0,4,0,37,0,82.2,3.413,9,1,1,row:8|pos:10|dim:1|id:221,0,1,4
221,000-A,10,7,2.069,5.418,0,2.180,4.215,0,0,4,0,38,0,68.1,3.733,10,1,1,row:8|pos:11|dim:1|id:222,0,1,4
222,000-A,11,7,2.002,5.731,0,2.126,4.268,0,0,4,0,39,0,62.8,4.053,11,1,1,row:8|pos:12|dim:1|id:223,0,1,4
223,000-A,12,7,1.936,6.045,0,2.149,4.246,0,0,4,0,40,0,66.2,4.373,12,1,1,row:8|pos:13|dim:1|id:224,0,1,4
224,000-A,13,7,1.869,6.357,0,2.147,4.247,0,0,4,0,41,0,68.2,4.589,13,1,1,row:8|pos:14|dim:1|id:225,0,1,4
225,000-A,14,7,1.802,6.670,0,2.105,4.290,0,0,4,0,42,0,67.2,4.270,14,1,1,row:8|pos:15|dim:1|id:226,0,1,4
226,000-A,15,7,1.736,6.984,0,2.007,4.387,0,0,4,0,43,0,61.7,3.950,15,1,1,row:8|pos:16|dim:1|id:227,0,1,4
227,000-A,16,7,1.669,7.296,0,1.930,4.465,0,0,4,0,44,0,59.2,3.630,16,1,1,row:8|pos:17|dim:1|id:228,0,1,4
228,000-A,17,7,1.603,7.610,0,1.873,4.522,0,0,4,0,45,0,59.9,3.309,17,1,1,row:8|pos:18|dim:1|id:229,0,1,4
229,000-A,18,7,1.536,7.923,0,1.843,4.552,0,0,4,0,46,0,64.3,2.989,18,1,1,row:8|pos:19|dim:1|id:230,0,1,4
230,000-A,19,7,1.470,8.236,0,1.890,4.505,0,0,4,0,47,0,77.5,2.669,19,1,1,row:8|pos:20|dim:1|id:231,0,1,4
231,000-A,20,7,1.403,8.549,0,2.150,4.244,0,0,4,0,48,0,113.0,2.349,20,1,1,row:8|pos:21|dim:1|id:232,0,1,4
232,000-A,21,7,1.337,8.862,0,2.242,4.153,0,0,4,0,49,0,132.8,2.029,21,1,1,row:8|pos:22|dim:1|id:233,0,1,4
233,000-A,22,7,1.270,9.175,0,1.991,4.404,0,0,4,0,50,0,119.2,1.709,22,1,1,row:8|pos:23|dim:1|id:234,0,1,4
234,000-A,23,7,1.204,9.488,0,1.845,4.549,0,0,4,0,51,0,117.4,1.389,23,1,1,row:8|pos:24|dim:1|id:235,0,1,4
235,000-A,24,7,1.137,9.801,0,1.834,4.561,0,0,4,0,52,0,130.0,1.069,24,1,1,row:8|pos:25|dim:1|id:236,0,1,4
236,000-A,25,7,1.071,10.114,0,2.114,4.280,0,0,4,0,53,0,172.7,0.749,25,1,1,row:8|pos:26|dim:1|id:237,0,1,4
237,000-A,0,8,1.810,8.799,0,1.791,4.604,0,0,5,0,1,0,90.4,0.430,26,1,1,row:9|pos:1|dim:1|id:238,0,1,5
238,000-A,1,8,1.877,8.486,0,1.727,4.668,0,0,5,0,2,0,73.0,0.750,25,1,1,row:9|pos:2|dim:1|id:239,0,1,5
239,000-A,2,8,1.943,8.173,0,1.712,4.682,0,0,5,0,3,0,61.7,1.070,24,1,1,row:9|pos:3|dim:1|id:240,0,1,5
240,000-A,3,8,2.010,7.860,0,1.745,4.650,0,0,5,0,4,0,56.1,1.390,23,1,1,row:9|pos:4|dim:1|id:241,0,1,5
241,000-A,4,8,2.076,7.547,0,1.790,4.604,0,0,5,0,5,0,53.0,1.710,22,1,1,row:9|pos:5|dim:1|id:242,0,1,5
242,000-A,5,8,2.143,7.234,0,1.846,4.548,0,0,5,0,6,0,51.9,2.030,21,1,1,row:9|pos:6|dim:1|id:243,0,1,5
243,000-A,6,8,2.209,6.921,0,1.929,4.466,0,0,5,0,7,0,54.6,2.350,20,1,1,row:9|pos:7|dim:1|id:244,0,1,5
244,000-A,7,8,2.276,6.608,0,2.020,4.375,0,0,5,0,8,0,59.2,2.670,19,1,1,row:9|pos:8|dim:1|id:245,0,1,5
245,000-A,8,8,2.342,6.295,0,2.061,4.334,0,0,5,0,9,0,59.9,2.990,18,1,1,row:9|pos:9|dim:1|id:246,0,1,5
246,000-A,9,8,2.409,5.982,0,2.086,4.309,0,0,5,0,10,0,60.1,3.310,17,1,1,row:9|pos:10|dim:1|id:247,0,1,5
247,000-A,10,8,2.475,5.669,0,2.088,4.306,0,0,5,0,11,0,59.1,3.630,16,1,1,row:9|pos:11|dim:1|id:248,0,1,5
248,000-A,11,8,2.542,5.356,0,2.110,4.285,0,0,5,0,12,0,61.1,3.950,15,1,1,row:9|pos:12|dim:1|id:249,0,1,5
249,000-A,12,8,2.609,5.043,0,2.265,4.130,0,0,5,0,13,0,77.5,4.270,14,1,1,row:9|pos:13|dim:1|id:250,0,1,5
250,000-A,13,8,2.675,4.729,0,2.461,3.934,0,0,5,0,14,0,99.1,4.582,13,1,1,row:9|pos:14|dim:1|id:251,0,1,5
251,000-A,14,8,2.742,4.417,0,2.703,3.691,0,0,5,0,15,0,126.4,4.262,12,1,1,row:9|pos:15|dim:1|id:252,0,1,5
252,000-A,15,8,2.808,4.104,0,2.917,3.477,0,0,5,0,16,0,151.9,3.942,11,1,1,row:9|pos:16|dim:1|id:253,0,1,5
253,000-A,16,8,2.875,3.791,0,3.021,3.373,0,0,5,0,17,0,167.6,3.622,10,1,1,row:9|pos:17|dim:1|id:254,0,1,5
254,000-A,17,8,2.941,3.478,0,2.981,3.413,0,0,5,0,18,0,169.9,3.302,9,1,1,row:9|pos:18|dim:1|id:255,0,1,5
255,000-A,18,8,3.008,3.164,0,2.844,3.551,0,0,5,0,19,0,163.5,2.982,8,1,1,row:9|pos:19|dim:1|id:256,0,1,5
256,000-A,19,8,3.074,2.852,0,2.625,3.770,0,0,5,0,20,0,150.1,2.662,7,1,1,row:9|pos:20|dim:1|id:257,0,1,5
257,000-A,20,8,3.141,2.538,0,2.330,4.064,0,0,5,0,21,0,130.2,2.342,6,1,1,row:9|pos:21|dim:1|id:258,0,1,5
258,000-A,21,8,3.207,2.225,0,1.957,4.438,0,0,5,0,22,0,103.5,2.022,5,1,1,row:9|pos:22|dim:1|id:259,0,1,5
259,000-A,22,8,3.274,1.913,0,1.644,4.750,0,0,5,0,23,0,84.0,1.703,4,1,1,row:9|pos:23|dim:1|id:260,0,1,5
260,000-A,23,8,3.340,1.599,0,1.411,4.983,0,0,5,0,24,0,73.5,1.383,3,1,1,row:9|pos:24|dim:1|id:261,0,1,5
261,000-A,24,8,3.407,1.286,0,1.223,5.171,0,0,5,0,25,0,68.5,1.063,2,1,1,row:9|pos:25|dim:1|id:262,0,1,5
262,000-A,25,8,3.474,0.974,0,1.049,5.346,0,0,5,0,26,0,66.1,0.743,1,1,1,row:9|pos:26|dim:1|id:263,0,1,5
263,000-A,26,8,3.540,0.660,0,0.858,5.537,0,0,5,0,27,0,63.0,0.422,0,1,1,row:9|pos:27|dim:1|id:264,0,1,5
264,000-A,0,9,3.947,0.910,0,0.726,5.669,0,0,5,0,28,0,42.0,0.570,0,1,1,row:10|pos:1|dim:1|id:265,0,1,5
265,000-A,1,9,3.880,1.224,0,0.926,5.468,0,0,5,0,29,0,46.4,0.890,1,1,1,row:10|pos:2|dim:1|id:266,0,1,5
266,000-A,2,9,3.814,1.536,0,1.110,5.285,0,0,5,0,30,0,50.3,1.210,2,1,1,row:10|pos:3|dim:1|id:267,0,1,5
267,000-A,3,9,3.747,1.849,0,1.293,5.102,0,0,5,0,31,0,55.1,1.530,3,1,1,row:10|pos:4|dim:1|id:268,0,1,5
268,000-A,4,9,3.681,2.163,0,1.500,4.894,0,0,5,0,32,0,63.5,1.850,4,1,1,row:10|pos:5|dim:1|id:269,0,1,5
269,000-A,5,9,3.614,2.475,0,1.735,4.660,0,0,5,0,33,0,75.7,2.170,5,1,1,row:10|pos:6|dim:1|id:270,0,1,5
270,000-A,6,9,3.548,2.789,0,1.990,4.405,0,0,5,0,34,0,91.0,2.490,6,1,1,row:10|pos:7|dim:1|id:271,0,1,5
271,000-A,7,9,3.481,3.102,0,2.237,4.158,0,0,5,0,35,0,106.7,2.810,7,1,1,row:10|pos:8|dim:1|id:272,0,1,5
272,000-A,8,9,3.415,3.415,0,2.426,3.968,0,0,5,0,36,0,117.7,3.130,8,1,1,row:10|pos:9|dim:1|id:273,0,1,5
273,000-A,9,9,3.348,3.728,0,2.540,3.854,0,0,5,0,37,0,122.2,3.450,9,1,1,row:10|pos:10|dim:1|id:274,0,1,5
274,000-A,10,9,3.282,4.041,0,2.505,3.889,0,0,5,0,38,0,112.9,3.770,10,1,1,row:10|pos:11|dim:1|id:275,0,1,5
275,000-A,11,9,3.215,4.354,0,2.397,3.997,0,0,5,0,39,0,97.5,4.090,11,1,1,row:10|pos:12|dim:1|id:276,0,1,5
276,000-A,12,9,3.149,4.667,0,2.250,4.145,0,0,5,0,40,0,79.1,4.410,12,1,1,row:10|pos:13|dim:1|id:277,0,1,5
277,000-A,13,9,3.082,4.980,0,2.147,4.247,0,0,5,0,41,0,66.5,4.377,13,1,1,row:10|pos:14|dim:1|id:278,0,1,5
278,000-A,14,9,3.015,5.293,0,2.105,4.290,0,0,5,0,42,0,60.8,4.057,14,1,1,row:10|pos:15|dim:1|id:279,0,1,5
279,000-A,15,9,2.949,5.606,0,2.125,4.269,0,0,5,0,43,0,62.6,3.737,15,1,1,row:10|pos:16|dim:1|id:280,0,1,5
280,000-A,16,9,2.882,5.919,0,2.111,4.284,0,0,5,0,44,0,62.0,3.417,16,1,1,row:10|pos:17|dim:1|id:281,0,1,5
281,000-A,17,9,2.816,6.232,0,2.058,4.337,0,0,5,0,45,0,58.6,3.097,17,1,1,row:10|pos:18|dim:1|id:282,0,1,5
282,000-A,18,9,2.749,6.545,0,1.983,4.412,0,0,5,0,46,0,54.1,2.777,18,1,1,row:10|pos:19|dim:1|id:283,0,1,5
283,000-A,19,9,2.683,6.858,0,1.891,4.504,0,0,5,0,47,0,49.0,2.457,19,1,1,row:10|pos:20|dim:1|id:284,0,1,5
284,000-A,20,9,2.616,7.171,0,1.788,4.607,0,0,5,0,48,0,44.0,2.137,20,1,1,row:10|pos:21|dim:1|id:285,0,1,5
285,000-A,21,9,2.550,7.484,0,1.726,4.668,0,0,5,0,49,0,44.1,1.817,21,1,1,row:10|pos:22|dim:1|id:286,0,1,5
286,000-A,22,9,2.483,7.797,0,1.680,4.714,0,0,5,0,50,0,46.9,1.497,22,1,1,row:10|pos:23|dim:1|id:287,0,1,5
287,000-A,23,9,2.417,8.110,0,1.629,4.765,0,0,5,0,51,0,50.3,1.177,23,1,1,row:10|pos:24|dim:1|id:288,0,1,5
288,000-A,24,9,2.350,8.423,0,1.593,4.802,0,0,5,0,52,0,56.3,0.857,24,1,1,row:10|pos:25|dim:1|id:289,0,1,5
289,000-A,25,9,2.284,8.736,0,1.613,4.782,0,0,5,0,53,0,69.0,0.537,25,1,1,row:10|pos:26|dim:1|id:290,0,1,5
290,000-A,0,10,2.691,8.986,0,1.652,4.743,0,0,6,0,1,0,80.1,0.343,26,1,1,row:11|pos:1|dim:1|id:291,0,1,6
291,000-A,1,10,2.757,8.673,0,1.584,4.810,0,0,6,0,2,0,61.9,0.663,25,1,1,row:11|pos:2|dim:1|id:292,0,1,6
292,000-A,2,10,2.824,8.360,0,1.558,4.837,0,0,6,0,3,0,48.9,0.983,24,1,1,row:11|pos:3|dim:1|id:293,0,1,6
293,000-A,3,10,2.890,8.047,0,1.586,4.808,0,0,6,0,4,0,42.5,1.303,23,1,1,row:11|pos:4|dim:1|id:294,0,1,6
294,000-A,4,10,2.957,7.734,0,1.629,4.766,0,0,6,0,5,0,38.6,1.623,22,1,1,row:11|pos:5|dim:1|id:295,0,1,6
295,000-A,5,10,3.023,7.421,0,1.700,4.695,0,0,6,0,6,0,38.8,1.943,21,1,1,row:11|pos:6|dim:1|id:296,0,1,6
296,000-A,6,10,3.090,7.108,0,1.813,4.581,0,0,6,0,7,0,44.2,2.263,20,1,1,row:11|pos:7|dim:1|id:297,0,1,6
297,000-A,7,10,3.156,6.795,0,1.934,4.460,0,0,6,0,8,0,51.5,2.583,19,1,1,row:11|pos:8|dim:1|id:298,0,1,6
298,000-A,8,10,3.223,6.482,0,2.072,4.323,0,0,6,0,9,0,61.6,2.903,18,1,1,row:11|pos:9|dim:1|id:299,0,1,6
299,000-A,9,10,3.289,6.169,0,2.175,4.220,0,0,6,0,10,0,69.4,3.223,17,1,1,row:11|pos:10|dim:1|id:300,0,1,6
300,000-A,10,10,3.356,5.856,0,2.208,4.186,0,0,6,0,11,0,71.2,3.543,16,1,1,row:11|pos:11|dim:1|id:301,0,1,6
301,000-A,11,10,3.422,5.543,0,2.186,4.209,0,0,6,0,12,0,68.6,3.863,15,1,1,row:11|pos:12|dim:1|id:302,0,1,6
302,000-A,12,10,3.489,5.230,0,2.125,4.270,0,0,6,0,13,0,63.3,4.183,14,1,1,row:11|pos:13|dim:1|id:303,0,1,6
303,000-A,13,10,3.555,4.917,0,2.049,4.346,0,0,6,0,14,0,57.6,4.503,13,1,1,row:11|pos:14|dim:1|id:304,0,1,6
304,000-A,14,10,3.622,4.604,0,2.063,4.331,0,0,6,0,15,0,62.0,4.236,12,1,1,row:11|pos:15|dim:1|id:305,0,1,6
305,000-A,15,10,3.688,4.291,0,2.114,4.281,0,0,6,0,16,0,71.1,3.916,11,1,1,row:11|pos:16|dim:1|id:306,0,1,6
306,000-A,16,10,3.755,3.978,0,2.077,4.318,0,0,6,0,17,0,72.7,3.596,10,1,1,row:11|pos:17|dim:1|id:307,0,1,6
307,000-A,17,10,3.822,3.665,0,2.042,4.353,0,0,6,0,18,0,75.5,3.276,9,1,1,row:11|pos:18|dim:1|id:308,0,1,6
308,000-A,18,10,3.888,3.352,0,1.909,4.486,0,0,6,0,19,0,69.7,2.956,8,1,1,row:11|pos:19|dim:1|id:309,0,1,6
309,000-A,19,10,3.955,3.039,0,1.718,4.677,0,0,6,0,20,0,59.1,2.636,7,1,1,row:11|pos:20|dim:1|id:310,0,1,6
310,000-A,20,10,4.021,2.726,0,1.553,4.842,0,0,6,0,21,0,52.2,2.316,6,1,1,row:11|pos:21|dim:1|id:311,0,1,6
311,000-A,21,10,4.088,2.413,0,1.413,4.982,0,0,6,0,22,0,49.0,1.996,5,1,1,row:11|pos:22|dim:1|id:312,0,1,6
312,000-A,22,10,4.154,2.100,0,1.257,5.137,0,0,6,0,23,0,45.4,1.676,4,1,1,row:11|pos:23|dim:1|id:313,0,1,6
313,000-A,23,10,4.221,1.787,0,1.105,5.290,0,0,6,0,24,0,43.1,1.356,3,1,1,row:11|pos:24|dim:1|id:314,0,1,6
314,000-A,24,10,4.287,1.474,0,0.888,5.507,0,0,6,0,25,0,35.5,1.036,2,1,1,row:11|pos:25|dim:1|id:315,0,1,6
315,000-A,25,10,4.354,1.161,0,0.677,5.718,0,0,6,0,26,0,29.6,0.716,1,1,1,row:11|pos:26|dim:1|id:316,0,1,6
316,000-A,26,10,4.420,0.848,0,0.483,5.912,0,0,6,0,27,0,26.6,0.396,0,1,1,row:11|pos:27|dim:1|id:317,0,1,6
317,000-A,0,11,4.827,1.098,0,0.525,5.870,0,0,6,0,28,0,25.7,0.541,0,1,1,row:12|pos:1|dim:1|id:318,0,1,6
318,000-A,1,11,4.761,1.411,0,0.693,5.702,0,0,6,0,29,0,27.8,0.861,1,1,1,row:12|pos:2|dim:1|id:319,0,1,6
319,000-A,2,11,4.694,1.724,0,0.861,5.533,0,0,6,0,30,0,31.0,1.181,2,1,1,row:12|pos:3|dim:1|id:320,0,1,6
320,000-A,3,11,4.628,2.037,0,1.034,5.360,0,0,6,0,31,0,35.5,1.501,3,1,1,row:12|pos:4|dim:1|id:321,0,1,6
321,000-A,4,11,4.561,2.350,0,1.190,5.204,0,0,6,0,32,0,39.2,1.821,4,1,1,row:12|pos:5|dim:1|id:322,0,1,6
322,000-A,5,11,4.495,2.663,0,1.328,5.067,0,0,6,0,33,0,42.0,2.141,5,1,1,row:12|pos:6|dim:1|id:323,0,1,6
323,000-A,6,11,4.428,2.976,0,1.410,4.985,0,0,6,0,34,0,40.2,2.461,6,1,1,row:12|pos:7|dim:1|id:324,0,1,6
324,000-A,7,11,4.362,3.289,0,1.526,4.869,0,0,6,0,35,0,42.7,2.781,7,1,1,row:12|pos:8|dim:1|id:325,0,1,6
325,000-A,8,11,4.295,3.602,0,1.652,4.743,0,0,6,0,36,0,47.2,3.101,8,1,1,row:12|pos:9|dim:1|id:326,0,1,6
326,000-A,9,11,4.229,3.915,0,1.746,4.649,0,0,6,0,37,0,49.3,3.421,9,1,1,row:12|pos:10|dim:1|id:327,0,1,6
327,000-A,10,11,4.162,4.228,0,1.841,4.553,0,0,6,0,38,0,52.6,3.741,10,1,1,row:12|pos:11|dim:1|id:328,0,1,6
328,000-A,11,11,4.095,4.541,0,1.893,4.501,0,0,6,0,39,0,52.4,4.061,11,1,1,row:12|pos:12|dim:1|id:329,0,1,6
329,000-A,12,11,4.029,4.854,0,1.966,4.428,0,0,6,0,40,0,55.2,4.381,12,1,1,row:12|pos:13|dim:1|id:330,0,1,6
330,000-A,13,11,3.962,5.167,0,2.080,4.314,0,0,6,0,41,0,63.1,4.701,13,1,1,row:12|pos:14|dim:1|id:331,0,1,6
331,000-A,14,11,3.896,5.480,0,2.181,4.214,0,0,6,0,42,0,70.6,4.959,14,1,1,row:12|pos:15|dim:1|id:332,0,1,6
332,000-A,15,11,3.829,5.793,0,2.246,4.148,0,0,6,0,43,0,75.4,4.639,15,1,1,row:12|pos:16|dim:1|id:333,0,1,6
333,000-A,16,11,3.763,6.106,0,2.254,4.140,0,0,6,0,44,0,75.5,4.319,16,1,1,row:12|pos:17|dim:1|id:334,0,1,6
334,000-A,17,11,3.696,6.419,0,2.171,4.224,0,0,6,0,45,0,67.3,3.999,17,1,1,row:12|pos:18|dim:1|id:335,0,1,6
335,000-A,18,11,3.630,6.732,0,2.062,4.333,0,0,6,0,46,0,57.6,3.679,18,1,1,row:12|pos:19|dim:1|id:336,0,1,6
336,000-A,19,11,3.563,7.045,0,1.946,4.448,0,0,6,0,47,0,48.0,3.359,19,1,1,row:12|pos:20|dim:1|id:337,0,1,6
337,000-A,20,11,3.497,7.358,0,1.818,4.577,0,0,6,0,48,0,38.1,3.039,20,1,1,row:12|pos:21|dim:1|id:338,0,1,6
338,000-A,21,11,3.430,7.671,0,1.675,4.720,0,0,6,0,49,0,27.8,2.719,21,1,1,row:12|pos:22|dim:1|id:339,0,1,6
339,000-A,22,11,3.364,7.984,0,1.545,4.849,0,0,6,0,50,0,19.6,2.399,22,1,1,row:12|pos:23|dim:1|id:340,0,1,6
340,000-A,23,11,3.297,8.297,0,1.470,4.925,0,0,6,0,51,0,17.8,2.079,23,1,1,row:12|pos:24|dim:1|id:341,0,1,6
341,000-A,24,11,3.231,8.610,0,1.480,4.914,0,0,6,0,52,0,25.5,1.759,24,1,1,row:12|pos:25|dim:1|id:342,0,1,6
342,000-A,25,11,3.164,8.923,0,1.551,4.844,0,0,6,0,53,0,40.2,1.439,25,1,1,row:12|pos:26|dim:1|id:343,0,1,6
343,000-A,26,11,3.098,9.236,0,1.664,4.730,0,0,6,0,54,0,60.0,1.119,26,1,1,row:12|pos:27|dim:1|id:344,0,1,6
344,000-A,27,11,3.031,9.549,0,1.813,4.581,0,0,6,0,55,0,84.4,0.799,27,1,1,row:12|pos:28|dim:1|id:345,0,1,6
345,000-A,28,11,2.964,9.862,0,1.979,4.415,0,0,6,0,56,0,111.4,0.479,28,1,1,row:12|pos:29|dim:1|id:346,0,1,6
346,000-A,0,12,3.172,11.051,0,2.980,3.415,0,0,7,0,1,0,241.5,0.348,32,1,1,row:13|pos:1|dim:1|id:347,0,1,7
