index,position_x,position_y,position_z,cablelength(M),BulbCables,BulbZ,lineID,bulbonline,Universe
0,4.690,-21.176,9.323,2.909,2.909,-9.323,0,0,2
1,4.625,-20.873,9.195,2.375,2.375,-9.195,0,1,2
2,4.561,-20.570,9.067,1.827,1.827,-9.067,0,2,2
3,4.496,-20.267,8.944,1.338,1.338,-8.944,0,3,2
4,4.432,-19.963,8.824,1.096,1.096,-8.824,0,4,2
5,4.368,-19.660,8.704,1.022,1.022,-8.704,0,5,2
6,4.303,-19.357,8.590,1.087,1.087,-8.590,0,6,2
7,4.239,-19.054,8.486,1.277,1.277,-8.486,0,7,2
8,4.174,-18.751,8.381,1.644,1.644,-8.381,0,8,2
9,4.110,-18.447,8.284,1.960,1.960,-8.284,0,9,2
10,4.045,-18.144,8.205,2.160,2.160,-8.205,0,10,2
11,3.981,-17.841,8.124,2.074,2.074,-8.124,0,11,2
12,3.916,-17.538,8.049,1.843,1.843,-8.049,0,12,2
13,3.852,-17.234,8.003,1.560,1.560,-8.003,0,13,2
14,3.787,-16.931,7.958,1.305,1.305,-7.958,0,14,2
15,3.723,-16.628,7.912,1.156,1.156,-7.912,0,15,2
16,3.659,-16.325,7.905,1.073,1.073,-7.905,0,16,1
17,3.594,-16.022,7.905,0.879,0.879,-7.905,0,17,1
18,3.530,-15.718,7.904,0.647,0.647,-7.904,0,18,1
19,3.465,-15.415,7.928,0.461,0.461,-7.928,0,19,1
20,3.401,-15.112,7.972,0.334,0.334,-7.972,0,20,1
21,3.336,-14.809,8.017,0.295,0.295,-8.017,0,21,1
22,3.272,-14.505,8.072,0.322,0.322,-8.072,0,22,1
23,3.207,-14.202,8.151,0.425,0.425,-8.151,0,23,1
24,3.143,-13.899,8.231,0.578,0.578,-8.231,0,24,1
25,3.079,-13.596,8.314,0.775,0.775,-8.314,0,25,1
26,3.014,-13.292,8.420,1.041,1.041,-8.420,0,26,1
27,2.950,-12.989,8.526,1.344,1.344,-8.526,0,27,1
28,2.885,-12.686,8.632,1.676,1.676,-8.632,0,28,1
29,2.821,-12.383,8.754,2.046,2.046,-8.754,0,29,1
30,2.756,-12.080,8.877,2.405,2.405,-8.877,0,30,1
31,2.692,-11.776,9.000,2.745,2.745,-9.000,0,31,1
32,2.627,-11.473,9.129,3.074,3.074,-9.129,0,32,1
33,2.563,-11.170,9.260,3.371,3.371,-9.260,0,33,1
34,5.112,-20.998,9.260,2.686,2.686,-9.260,1,0,2
35,5.048,-20.695,9.133,2.222,2.222,-9.133,1,1,2
36,4.983,-20.392,9.005,1.799,1.799,-9.005,1,2,2
37,4.919,-20.089,8.887,1.440,1.440,-8.887,1,3,2
38,4.854,-19.785,8.766,1.316,1.316,-8.766,1,4,2
39,4.790,-19.482,8.646,1.412,1.412,-8.646,1,5,2
40,4.725,-19.179,8.541,1.573,1.573,-8.541,1,6,2
41,4.661,-18.876,8.437,1.798,1.798,-8.437,1,7,2
42,4.596,-18.573,8.333,2.131,2.131,-8.333,1,8,2
43,4.532,-18.269,8.248,2.302,2.302,-8.248,1,9,2
44,4.468,-17.966,8.168,2.276,2.276,-8.168,1,10,2
45,4.403,-17.663,8.089,2.115,2.115,-8.089,1,11,2
46,4.339,-17.360,8.029,1.865,1.865,-8.029,1,12,2
47,4.274,-17.056,7.984,1.536,1.536,-7.984,1,13,2
48,4.210,-16.753,7.938,1.301,1.301,-7.938,1,14,2
49,4.145,-16.450,7.906,1.162,1.162,-7.906,1,15,2
50,4.081,-16.147,7.905,1.065,1.065,-7.905,1,16,1
51,4.016,-15.843,7.904,0.849,0.849,-7.904,1,17,1
52,3.952,-15.540,7.903,0.579,0.579,-7.903,1,18,1
53,3.887,-15.237,7.946,0.409,0.409,-7.946,1,19,1
54,3.823,-14.934,7.991,0.294,0.294,-7.991,1,20,1
55,3.759,-14.631,8.035,0.252,0.252,-8.035,1,21,1
56,3.694,-14.327,8.104,0.304,0.304,-8.104,1,22,1
57,3.630,-14.024,8.184,0.433,0.433,-8.184,1,23,1
58,3.565,-13.721,8.264,0.580,0.580,-8.264,1,24,1
59,3.501,-13.418,8.356,0.775,0.775,-8.356,1,25,1
60,3.436,-13.114,8.462,1.044,1.044,-8.462,1,26,1
61,3.372,-12.811,8.567,1.361,1.361,-8.567,1,27,1
62,3.307,-12.508,8.679,1.708,1.708,-8.679,1,28,1
63,3.243,-12.205,8.801,2.083,2.083,-8.801,1,29,1
64,3.178,-11.902,8.924,2.455,2.455,-8.924,1,30,1
65,3.114,-11.598,9.048,2.787,2.787,-9.048,1,31,1
66,3.050,-11.295,9.179,3.163,3.163,-9.179,1,32,1
67,2.985,-10.992,9.309,3.447,3.447,-9.309,1,33,1
68,5.599,-21.123,9.324,2.824,2.824,-9.324,2,0,2
69,5.534,-20.820,9.197,2.477,2.477,-9.197,2,1,2
70,5.470,-20.517,9.070,2.115,2.115,-9.070,2,2,2
71,5.405,-20.213,8.948,1.773,1.773,-8.948,2,3,2
72,5.341,-19.910,8.829,1.620,1.620,-8.829,2,4,2
73,5.276,-19.607,8.710,1.601,1.601,-8.710,2,5,2
74,5.212,-19.304,8.596,1.734,1.734,-8.596,2,6,2
75,5.147,-19.000,8.493,1.981,1.981,-8.493,2,7,2
76,5.083,-18.697,8.389,2.223,2.223,-8.389,2,8,2
77,5.019,-18.394,8.291,2.370,2.370,-8.291,2,9,2
78,4.954,-18.091,8.212,2.419,2.419,-8.212,2,10,2
79,4.890,-17.788,8.133,2.326,2.326,-8.133,2,11,2
80,4.825,-17.484,8.054,2.102,2.102,-8.054,2,12,2
81,4.761,-17.181,8.009,1.812,1.812,-8.009,2,13,2
82,4.696,-16.878,7.964,1.532,1.532,-7.964,2,14,2
83,4.632,-16.575,7.919,1.311,1.311,-7.919,2,15,2
84,4.567,-16.271,7.905,1.198,1.198,-7.905,2,16,2
85,4.503,-15.968,7.905,1.080,1.080,-7.905,2,17,1
86,4.438,-15.665,7.904,0.860,0.860,-7.904,2,18,1
87,4.374,-15.362,7.921,0.611,0.611,-7.921,2,19,1
88,4.310,-15.059,7.965,0.422,0.422,-7.965,2,20,1
89,4.245,-14.755,8.008,0.270,0.270,-8.008,2,21,1
90,4.181,-14.452,8.057,0.190,0.190,-8.057,2,22,1
91,4.116,-14.149,8.136,0.247,0.247,-8.136,2,23,1
92,4.052,-13.846,8.215,0.350,0.350,-8.215,2,24,1
93,3.987,-13.542,8.295,0.446,0.446,-8.295,2,25,1
94,3.923,-13.239,8.397,0.646,0.646,-8.397,2,26,1
95,3.858,-12.936,8.502,0.921,0.921,-8.502,2,27,1
96,3.794,-12.633,8.607,1.223,1.223,-8.607,2,28,1
97,3.729,-12.330,8.725,1.558,1.558,-8.725,2,29,1
98,3.665,-12.026,8.846,1.895,1.895,-8.846,2,30,1
99,3.601,-11.723,8.968,2.272,2.272,-8.968,2,31,1
100,3.536,-11.420,9.095,2.674,2.674,-9.095,2,32,1
101,3.472,-11.117,9.225,3.034,3.034,-9.225,2,33,1
102,6.021,-20.944,9.261,2.556,2.556,-9.261,3,0,2
103,5.956,-20.641,9.136,2.264,2.264,-9.136,3,1,2
104,5.892,-20.337,9.009,1.973,1.973,-9.009,3,2,2
105,5.827,-20.034,8.891,1.786,1.786,-8.891,3,3,2
106,5.763,-19.731,8.772,1.748,1.748,-8.772,3,4,2
107,5.698,-19.428,8.653,1.861,1.861,-8.653,3,5,2
108,5.634,-19.125,8.548,2.066,2.066,-8.548,3,6,2
109,5.569,-18.821,8.444,2.265,2.265,-8.444,3,7,2
110,5.505,-18.518,8.341,2.426,2.426,-8.341,3,8,2
111,5.441,-18.215,8.255,2.493,2.493,-8.255,3,9,2
112,5.376,-17.912,8.176,2.406,2.406,-8.176,3,10,2
113,5.312,-17.608,8.097,2.234,2.234,-8.097,3,11,2
114,5.247,-17.305,8.034,1.994,1.994,-8.034,3,12,2
115,5.183,-17.002,7.989,1.746,1.746,-7.989,3,13,2
116,5.118,-16.699,7.944,1.508,1.508,-7.944,3,14,2
117,5.054,-16.395,7.906,1.275,1.275,-7.906,3,15,2
118,4.989,-16.092,7.905,1.119,1.119,-7.905,3,16,1
119,4.925,-15.789,7.904,1.007,1.007,-7.904,3,17,1
120,4.860,-15.486,7.903,0.819,0.819,-7.903,3,18,1
121,4.796,-15.183,7.939,0.689,0.689,-7.939,3,19,1
122,4.732,-14.879,7.983,0.516,0.516,-7.983,3,20,1
123,4.667,-14.576,8.026,0.341,0.341,-8.026,3,21,1
124,4.603,-14.273,8.088,0.249,0.249,-8.088,3,22,1
125,4.538,-13.970,8.167,0.303,0.303,-8.167,3,23,1
126,4.474,-13.666,8.246,0.444,0.444,-8.246,3,24,1
127,4.409,-13.363,8.333,0.552,0.552,-8.333,3,25,1
128,4.345,-13.060,8.437,0.741,0.741,-8.437,3,26,1
129,4.280,-12.757,8.542,0.977,0.977,-8.542,3,27,1
130,4.216,-12.454,8.649,1.202,1.202,-8.649,3,28,1
131,4.151,-12.150,8.770,1.463,1.463,-8.770,3,29,1
132,4.087,-11.847,8.892,1.720,1.720,-8.892,3,30,1
133,4.023,-11.544,9.013,2.011,2.011,-9.013,3,31,1
134,3.958,-11.241,9.143,2.396,2.396,-9.143,3,32,1
135,3.894,-10.937,9.272,2.756,2.756,-9.272,3,33,1
136,6.249,-19.854,8.833,1.719,1.719,-8.833,4,4,2
137,6.184,-19.550,8.715,1.864,1.864,-8.715,4,5,2
138,6.120,-19.247,8.602,2.084,2.084,-8.602,4,6,2
139,6.056,-18.944,8.500,2.331,2.331,-8.500,4,7,2
140,5.991,-18.641,8.397,2.506,2.506,-8.397,4,8,2
141,5.927,-18.338,8.298,2.534,2.534,-8.298,4,9,2
142,5.862,-18.034,8.219,2.482,2.482,-8.219,4,10,2
143,5.798,-17.731,8.141,2.351,2.351,-8.141,4,11,2
144,5.733,-17.428,8.062,2.135,2.135,-8.062,4,12,2
145,5.669,-17.125,8.014,1.831,1.831,-8.014,4,13,2
146,5.604,-16.821,7.969,1.514,1.514,-7.969,4,14,2
147,5.540,-16.518,7.925,1.218,1.218,-7.925,4,15,2
148,5.475,-16.215,7.906,1.010,1.010,-7.906,4,16,2
149,5.411,-15.912,7.905,0.876,0.876,-7.905,4,17,1
150,5.347,-15.609,7.904,0.804,0.804,-7.904,4,18,1
151,5.282,-15.305,7.914,0.729,0.729,-7.914,4,19,1
152,5.218,-15.002,7.957,0.653,0.653,-7.957,4,20,1
153,5.153,-14.699,8.000,0.525,0.525,-8.000,4,21,1
154,5.089,-14.396,8.044,0.347,0.347,-8.044,4,22,1
155,5.024,-14.092,8.120,0.461,0.461,-8.120,4,23,1
156,4.960,-13.789,8.198,0.641,0.641,-8.198,4,24,1
157,4.895,-13.486,8.277,0.859,0.859,-8.277,4,25,1
158,4.831,-13.183,8.373,1.012,1.012,-8.373,4,26,1
159,4.766,-12.879,8.477,1.130,1.130,-8.477,4,27,1
160,4.702,-12.576,8.582,1.240,1.240,-8.582,4,28,1
161,4.638,-12.273,8.694,1.388,1.388,-8.694,4,29,1
162,4.573,-11.970,8.815,1.563,1.563,-8.815,4,30,1
163,4.509,-11.667,8.936,1.756,1.756,-8.936,4,31,1
164,4.444,-11.363,9.060,2.050,2.050,-9.060,4,32,1
165,4.380,-11.060,9.189,2.340,2.340,-9.189,4,33,1
166,6.605,-19.362,8.660,1.875,1.875,-8.660,5,5,2
167,6.540,-19.059,8.555,2.187,2.187,-8.555,5,6,2
168,6.476,-18.756,8.452,2.395,2.395,-8.452,5,7,2
169,6.411,-18.453,8.348,2.491,2.491,-8.348,5,8,2
170,6.347,-18.149,8.261,2.492,2.492,-8.261,5,9,2
171,6.282,-17.846,8.182,2.418,2.418,-8.182,5,10,2
172,6.218,-17.543,8.104,2.255,2.255,-8.104,5,11,2
173,6.153,-17.240,8.038,2.004,2.004,-8.038,5,12,2
174,6.089,-16.937,7.993,1.678,1.678,-7.993,5,13,2
175,6.024,-16.633,7.949,1.319,1.319,-7.949,5,14,2
176,5.960,-16.330,7.906,0.955,0.955,-7.906,5,15,2
177,5.896,-16.027,7.905,0.759,0.759,-7.905,5,16,2
178,5.831,-15.724,7.904,0.656,0.656,-7.904,5,17,1
179,5.767,-15.420,7.903,0.595,0.595,-7.903,5,18,1
180,5.702,-15.117,7.932,0.567,0.567,-7.932,5,19,1
181,5.638,-14.814,7.975,0.464,0.464,-7.975,5,20,1
182,5.573,-14.511,8.019,0.340,0.340,-8.019,5,21,1
183,5.509,-14.208,8.075,0.356,0.356,-8.075,5,22,1
184,5.444,-13.904,8.153,0.617,0.617,-8.153,5,23,1
185,5.380,-13.601,8.231,0.929,0.929,-8.231,5,24,1
186,5.315,-13.298,8.312,1.142,1.142,-8.312,5,25,1
187,5.251,-12.995,8.416,1.350,1.350,-8.416,5,26,1
188,5.187,-12.691,8.520,1.462,1.462,-8.520,5,27,1
189,5.122,-12.388,8.624,1.555,1.555,-8.624,5,28,1
190,5.058,-12.085,8.742,1.700,1.700,-8.742,5,29,1
191,4.993,-11.782,8.863,1.878,1.878,-8.863,5,30,1
192,4.929,-11.478,8.983,2.134,2.134,-8.983,5,31,1
193,4.864,-11.175,9.110,2.441,2.441,-9.110,5,32,1
194,4.800,-10.872,9.238,2.680,2.680,-9.238,5,33,1
195,7.077,-19.422,8.704,1.583,1.583,-8.704,6,5,2
196,7.013,-19.119,8.594,1.913,1.913,-8.594,6,6,2
197,6.948,-18.816,8.492,2.197,2.197,-8.492,6,7,2
198,6.884,-18.513,8.389,2.372,2.372,-8.389,6,8,2
199,6.820,-18.209,8.293,2.420,2.420,-8.293,6,9,2
200,6.755,-17.906,8.214,2.380,2.380,-8.214,6,10,2
201,6.691,-17.603,8.135,2.264,2.264,-8.135,6,11,2
202,6.626,-17.300,8.057,2.052,2.052,-8.057,6,12,2
203,6.562,-16.997,8.011,1.785,1.785,-8.011,6,13,2
204,6.497,-16.693,7.966,1.434,1.434,-7.966,6,14,2
205,6.433,-16.390,7.921,1.035,1.035,-7.921,6,15,2
206,6.368,-16.087,7.905,0.729,0.729,-7.905,6,16,2
207,6.304,-15.784,7.904,0.527,0.527,-7.904,6,17,1
208,6.239,-15.480,7.904,0.425,0.425,-7.904,6,18,1
209,6.175,-15.177,7.916,0.369,0.369,-7.916,6,19,1
210,6.111,-14.874,7.959,0.305,0.305,-7.959,6,20,1
211,6.046,-14.571,8.002,0.222,0.222,-8.002,6,21,1
212,5.982,-14.267,8.045,0.153,0.153,-8.045,6,22,1
213,5.917,-13.964,8.122,0.409,0.409,-8.122,6,23,1
214,5.853,-13.661,8.199,0.750,0.750,-8.199,6,24,1
215,5.788,-13.358,8.277,1.082,1.082,-8.277,6,25,1
216,5.724,-13.055,8.373,1.413,1.413,-8.373,6,26,1
217,5.659,-12.751,8.476,1.746,1.746,-8.476,6,27,1
218,5.595,-12.448,8.579,1.980,1.980,-8.579,6,28,1
219,5.530,-12.145,8.691,2.083,2.083,-8.691,6,29,1
220,5.466,-11.842,8.811,2.121,2.121,-8.811,6,30,1
221,5.402,-11.538,8.931,2.225,2.225,-8.931,6,31,1
222,5.337,-11.235,9.054,2.476,2.476,-9.054,6,32,1
223,5.273,-10.932,9.181,2.776,2.776,-9.181,6,33,1
224,7.484,-19.169,8.643,1.443,1.443,-8.643,7,5,2
225,7.419,-18.866,8.539,1.749,1.749,-8.539,7,6,2
226,7.355,-18.562,8.434,2.012,2.012,-8.434,7,7,2
227,7.290,-18.259,8.330,2.133,2.133,-8.330,7,8,2
228,7.226,-17.956,8.247,2.185,2.185,-8.247,7,9,2
229,7.161,-17.653,8.166,2.152,2.152,-8.166,7,10,2
230,7.097,-17.350,8.086,2.018,2.018,-8.086,7,11,2
231,7.032,-17.046,8.030,1.781,1.781,-8.030,7,12,2
232,6.968,-16.743,7.984,1.451,1.451,-7.984,7,13,2
233,6.903,-16.440,7.939,1.071,1.071,-7.939,7,14,2
234,6.839,-16.137,7.907,0.707,0.707,-7.907,7,15,2
235,6.775,-15.833,7.905,0.432,0.432,-7.905,7,16,2
236,6.710,-15.530,7.903,0.296,0.296,-7.903,7,17,1
237,6.646,-15.227,7.902,0.215,0.215,-7.902,7,18,1
238,6.581,-14.924,7.941,0.157,0.157,-7.941,7,19,1
239,6.517,-14.621,7.983,0.096,0.096,-7.983,7,20,1
240,6.452,-14.317,8.026,0.059,0.059,-8.026,7,21,1
241,6.388,-14.014,8.090,0.228,0.228,-8.090,7,22,1
242,6.323,-13.711,8.167,0.497,0.497,-8.167,7,23,1
243,6.259,-13.408,8.245,0.858,0.858,-8.245,7,24,1
244,6.194,-13.104,8.331,1.274,1.274,-8.331,7,25,1
245,6.130,-12.801,8.434,1.811,1.811,-8.434,7,26,1
246,6.066,-12.498,8.538,2.145,2.145,-8.538,7,27,1
247,6.001,-12.195,8.643,2.324,2.324,-8.643,7,28,1
248,5.937,-11.891,8.762,2.371,2.371,-8.762,7,29,1
249,5.872,-11.588,8.882,2.305,2.305,-8.882,7,30,1
250,5.808,-11.285,9.002,2.397,2.397,-9.002,7,31,1
251,5.743,-10.982,9.129,2.660,2.660,-9.129,7,32,1
252,5.679,-10.679,9.257,2.936,2.936,-9.257,7,33,1
253,8.276,-20.732,9.323,0.589,0.589,-9.323,8,0,2
254,8.211,-20.429,9.195,0.687,0.687,-9.195,8,1,2
255,8.147,-20.126,9.067,0.735,0.735,-9.067,8,2,2
256,8.083,-19.823,8.944,0.767,0.767,-8.944,8,3,2
257,8.018,-19.519,8.824,0.830,0.830,-8.824,8,4,2
258,7.954,-19.216,8.703,0.948,0.948,-8.703,8,5,2
259,7.889,-18.913,8.591,1.150,1.150,-8.591,8,6,2
260,7.825,-18.610,8.486,1.418,1.418,-8.486,8,7,2
261,7.760,-18.307,8.382,1.594,1.594,-8.382,8,8,2
262,7.696,-18.003,8.287,1.714,1.714,-8.287,8,9,2
263,7.631,-17.700,8.207,1.771,1.771,-8.207,8,10,2
264,7.567,-17.397,8.127,1.736,1.736,-8.127,8,11,2
265,7.502,-17.094,8.053,1.561,1.561,-8.053,8,12,2
266,7.438,-16.790,8.006,1.300,1.300,-8.006,8,13,2
267,7.374,-16.487,7.960,0.988,0.988,-7.960,8,14,2
268,7.309,-16.184,7.914,0.675,0.675,-7.914,8,15,2
269,7.245,-15.881,7.907,0.419,0.419,-7.907,8,16,2
270,7.180,-15.578,7.904,0.305,0.305,-7.904,8,17,1
271,7.116,-15.274,7.902,0.199,0.199,-7.902,8,18,1
272,7.051,-14.971,7.924,0.125,0.125,-7.924,8,19,1
273,6.987,-14.668,7.966,0.063,0.063,-7.966,8,20,1
274,6.922,-14.365,8.008,0.020,0.020,-8.008,8,21,1
275,6.858,-14.061,8.058,0.079,0.079,-8.058,8,22,1
276,6.793,-13.758,8.135,0.269,0.269,-8.135,8,23,1
277,6.729,-13.455,8.212,0.564,0.564,-8.212,8,24,1
278,6.665,-13.152,8.290,0.959,0.959,-8.290,8,25,1
279,6.600,-12.849,8.391,1.534,1.534,-8.391,8,26,1
280,6.536,-12.545,8.494,1.942,1.942,-8.494,8,27,1
281,6.471,-12.242,8.597,2.183,2.183,-8.597,8,28,1
282,8.681,-20.475,9.259,0.427,0.427,-9.259,9,0,2
283,8.617,-20.171,9.132,0.479,0.479,-9.132,9,1,2
284,8.552,-19.868,9.005,0.505,0.505,-9.005,9,2,2
285,8.488,-19.565,8.885,0.529,0.529,-8.885,9,3,2
286,8.423,-19.262,8.765,0.575,0.575,-8.765,9,4,2
287,8.359,-18.959,8.645,0.666,0.666,-8.645,9,5,2
288,8.294,-18.655,8.541,0.817,0.817,-8.541,9,6,2
289,8.230,-18.352,8.436,0.977,0.977,-8.436,9,7,2
290,8.166,-18.049,8.331,1.118,1.118,-8.331,9,8,2
291,8.101,-17.746,8.248,1.224,1.224,-8.248,9,9,2
292,8.037,-17.442,8.168,1.262,1.262,-8.168,9,10,2
293,7.972,-17.139,8.087,1.147,1.147,-8.087,9,11,2
294,7.908,-16.836,8.030,0.987,0.987,-8.030,9,12,2
295,7.843,-16.533,7.984,0.775,0.775,-7.984,9,13,2
296,7.779,-16.229,7.937,0.586,0.586,-7.937,9,14,2
297,7.714,-15.926,7.908,0.488,0.488,-7.908,9,15,2
298,7.650,-15.623,7.905,0.433,0.433,-7.905,9,16,2
299,7.585,-15.320,7.902,0.345,0.345,-7.902,9,17,1
300,7.521,-15.017,7.903,0.231,0.231,-7.903,9,18,1
301,7.457,-14.713,7.945,0.136,0.136,-7.945,9,19,1
302,7.392,-14.410,7.986,0.052,0.052,-7.986,9,20,1
303,7.328,-14.107,8.028,0.024,0.024,-8.028,9,21,1
304,7.263,-13.804,8.097,0.105,0.105,-8.097,9,22,1
305,7.199,-13.500,8.174,0.289,0.289,-8.174,9,23,1
306,7.134,-13.197,8.251,0.549,0.549,-8.251,9,24,1
307,7.070,-12.894,8.341,0.880,0.880,-8.341,9,25,1
308,7.005,-12.591,8.445,1.269,1.269,-8.445,9,26,1
309,6.941,-12.288,8.548,1.616,1.616,-8.548,9,27,1
310,6.876,-11.984,8.656,1.838,1.838,-8.656,9,28,1
311,9.151,-20.519,9.323,0.264,0.264,-9.323,10,0,2
312,9.086,-20.216,9.196,0.303,0.303,-9.196,10,1,2
313,9.022,-19.913,9.069,0.315,0.315,-9.069,10,2,2
314,8.957,-19.609,8.946,0.326,0.326,-8.946,10,3,2
315,8.893,-19.306,8.826,0.335,0.335,-8.826,10,4,2
316,8.828,-19.003,8.706,0.359,0.359,-8.706,10,5,2
317,8.764,-18.700,8.594,0.413,0.413,-8.594,10,6,2
318,8.699,-18.396,8.490,0.489,0.489,-8.490,10,7,2
319,8.635,-18.093,8.386,0.581,0.581,-8.386,10,8,2
320,8.571,-17.790,8.290,0.690,0.690,-8.290,10,9,2
321,8.506,-17.487,8.210,0.756,0.756,-8.210,10,10,2
322,8.442,-17.183,8.130,0.714,0.714,-8.130,10,11,2
323,8.377,-16.880,8.055,0.688,0.688,-8.055,10,12,2
324,8.313,-16.577,8.009,0.598,0.598,-8.009,10,13,2
325,8.248,-16.274,7.962,0.530,0.530,-7.962,10,14,2
326,8.184,-15.971,7.915,0.541,0.541,-7.915,10,15,2
327,8.119,-15.667,7.907,0.561,0.561,-7.907,10,16,2
328,8.055,-15.364,7.904,0.547,0.547,-7.904,10,17,1
329,7.990,-15.061,7.901,0.478,0.478,-7.901,10,18,1
330,7.926,-14.758,7.923,0.349,0.349,-7.923,10,19,1
331,7.862,-14.454,7.965,0.223,0.223,-7.965,10,20,1
332,7.797,-14.151,8.007,0.127,0.127,-8.007,10,21,1
333,7.733,-13.848,8.057,0.092,0.092,-8.057,10,22,1
334,7.668,-13.545,8.135,0.160,0.160,-8.135,10,23,1
335,7.604,-13.242,8.212,0.287,0.287,-8.212,10,24,1
336,7.539,-12.938,8.289,0.451,0.451,-8.289,10,25,1
337,7.475,-12.635,8.392,0.675,0.675,-8.392,10,26,1
338,7.410,-12.332,8.495,0.954,0.954,-8.495,10,27,1
339,7.346,-12.029,8.599,1.258,1.258,-8.599,10,28,1
340,9.555,-20.259,9.260,0.269,0.269,-9.260,11,0,2
341,9.491,-19.956,9.133,0.253,0.253,-9.133,11,1,2
342,9.427,-19.653,9.006,0.231,0.231,-9.006,11,2,2
343,9.362,-19.349,8.887,0.215,0.215,-8.887,11,3,2
344,9.298,-19.046,8.768,0.195,0.195,-8.768,11,4,2
