index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_Zaxis_indicator,AmI_Xaxis_indicator,AmI_0axis_Indicator,AmI_Yaxis_indicator
364,3.461,7.523,4.984,10.694,0.209,-4.984,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
365,3.397,7.825,5.068,10.694,0.170,-5.068,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
366,3.335,8.119,5.178,10.694,0.233,-5.178,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
367,3.272,8.412,5.289,10.694,0.346,-5.289,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
368,3.212,8.698,5.420,10.694,0.534,-5.420,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
369,3.152,8.981,5.557,10.694,0.787,-5.557,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
370,3.093,9.257,5.707,10.694,1.103,-5.707,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
371,3.036,9.527,5.869,10.694,1.470,-5.869,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
372,2.979,9.792,6.038,10.694,1.838,-6.038,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
373,5.321,0.941,6.221,11.467,0.389,-6.221,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
374,5.265,1.204,6.047,11.467,0.265,-6.047,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
375,5.207,1.475,5.887,11.467,0.186,-5.887,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
376,5.149,1.750,5.736,11.467,0.116,-5.736,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
377,5.089,2.029,5.590,11.467,0.050,-5.590,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
378,5.028,2.316,5.462,11.467,0.019,-5.462,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
379,4.967,2.603,5.335,11.467,0.005,-5.335,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
380,4.905,2.898,5.228,11.467,0.005,-5.228,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
381,4.842,3.194,5.125,11.467,0.028,-5.125,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
382,4.778,3.494,5.033,11.467,0.066,-5.033,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
383,4.714,3.797,4.955,11.467,0.103,-4.955,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
384,4.649,4.101,4.878,11.467,0.123,-4.878,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
385,4.583,4.410,4.826,11.467,0.158,-4.826,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
386,4.518,4.719,4.774,11.467,0.202,-4.774,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
387,4.452,5.030,4.739,11.467,0.277,-4.739,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
388,4.385,5.342,4.712,11.467,0.373,-4.712,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
389,4.319,5.654,4.693,11.467,0.450,-4.693,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
390,4.252,5.967,4.693,11.467,0.478,-4.693,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
391,4.186,6.281,4.693,11.467,0.450,-4.693,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
392,4.119,6.593,4.717,11.467,0.423,-4.717,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
393,4.053,6.905,4.743,11.467,0.367,-4.743,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
394,3.987,7.215,4.782,11.467,0.346,-4.782,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
395,3.921,7.524,4.834,11.467,0.270,-4.834,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
396,3.856,7.833,4.890,11.467,0.162,-4.890,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
397,3.791,8.137,4.968,11.467,0.067,-4.968,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
398,3.727,8.440,5.046,11.467,0.015,-5.046,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
399,3.663,8.739,5.142,11.467,0.089,-5.142,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
400,3.600,9.035,5.245,11.467,0.268,-5.245,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
401,3.538,9.328,5.356,11.467,0.528,-5.356,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
402,3.477,9.615,5.484,11.467,0.859,-5.484,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
403,3.416,9.903,5.611,11.467,1.214,-5.611,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
404,3.357,10.179,5.761,11.467,1.587,-5.761,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
405,3.298,10.455,5.912,11.467,2.011,-5.912,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
406,3.241,10.723,6.076,11.467,2.424,-6.076,12,4.258,5.941,4.693,5.376,0.678,6.395,3.139,11.205,6.395,False,False,False,False
407,5.729,1.185,6.138,11.654,0.636,-6.138,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
408,5.672,1.451,5.969,11.654,0.452,-5.969,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
409,5.613,1.728,5.820,11.654,0.316,-5.820,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
410,5.555,2.005,5.671,11.654,0.188,-5.671,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
411,5.494,2.289,5.537,11.654,0.094,-5.537,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
412,5.433,2.577,5.412,11.654,0.033,-5.412,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
413,5.371,2.867,5.291,11.654,0.001,-5.291,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
414,5.308,3.164,5.190,11.654,0.013,-5.190,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
415,5.245,3.460,5.089,11.654,0.038,-5.089,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
416,5.181,3.763,5.007,11.654,0.088,-5.007,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
417,5.116,4.067,4.930,11.654,0.081,-4.930,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
418,5.051,4.372,4.863,11.654,0.087,-4.863,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
419,4.986,4.681,4.811,11.654,0.122,-4.811,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
420,4.920,4.990,4.760,11.654,0.160,-4.760,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
421,4.854,5.302,4.732,11.654,0.251,-4.732,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
422,4.787,5.614,4.706,11.654,0.332,-4.706,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
423,4.721,5.927,4.693,11.654,0.386,-4.693,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
424,4.654,6.240,4.693,11.654,0.430,-4.693,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
425,4.588,6.554,4.695,11.654,0.441,-4.695,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
426,4.521,6.866,4.721,11.654,0.471,-4.721,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
427,4.455,7.178,4.747,11.654,0.475,-4.747,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
428,4.389,7.488,4.789,11.654,0.418,-4.789,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
429,4.323,7.797,4.841,11.654,0.313,-4.841,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
430,4.258,8.105,4.897,11.654,0.174,-4.897,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
431,4.193,8.409,4.974,11.654,0.046,-4.974,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
432,4.129,8.713,5.051,11.654,0.035,-5.051,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
433,4.065,9.011,5.147,11.654,0.147,-5.147,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
434,4.002,9.308,5.248,11.654,0.347,-5.248,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
435,3.940,9.601,5.358,11.654,0.624,-5.358,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
436,3.879,9.890,5.484,11.654,0.973,-5.484,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
437,3.817,10.178,5.609,11.654,1.370,-5.609,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
438,3.758,10.457,5.757,11.654,1.791,-5.757,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
439,3.699,10.734,5.906,11.654,2.216,-5.906,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
440,3.641,11.005,6.066,11.654,2.603,-6.066,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
441,6.193,1.165,6.224,11.679,1.121,-6.224,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
442,6.137,1.430,6.053,11.679,0.933,-6.053,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
443,6.079,1.702,5.895,11.679,0.722,-5.895,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
444,6.020,1.979,5.747,11.679,0.514,-5.747,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
445,5.961,2.258,5.601,11.679,0.342,-5.601,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
446,5.900,2.546,5.476,11.679,0.199,-5.476,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
447,5.838,2.834,5.351,11.679,0.117,-5.351,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
448,5.776,3.128,5.242,11.679,0.081,-5.242,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
449,5.713,3.425,5.141,11.679,0.059,-5.141,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
450,5.649,3.724,5.047,11.679,0.052,-5.047,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
451,5.585,4.028,4.970,11.679,0.051,-4.970,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
452,5.520,4.332,4.894,11.679,0.039,-4.894,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
453,5.455,4.640,4.838,11.679,0.052,-4.838,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
454,5.389,4.949,4.787,11.679,0.074,-4.787,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
455,5.323,5.259,4.746,11.679,0.117,-4.746,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
456,5.257,5.571,4.720,11.679,0.197,-4.720,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
457,5.190,5.883,4.694,11.679,0.288,-4.694,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
458,5.124,6.197,4.693,11.679,0.403,-4.693,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
459,5.057,6.510,4.693,11.679,0.490,-4.693,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
460,4.991,6.822,4.707,11.679,0.565,-4.707,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
461,4.924,7.135,4.733,11.679,0.603,-4.733,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
462,4.858,7.447,4.761,11.679,0.571,-4.761,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
463,4.792,7.756,4.812,11.679,0.485,-4.812,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
464,4.727,8.065,4.864,11.679,0.339,-4.864,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
465,4.662,8.370,4.932,11.679,0.157,-4.932,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
466,4.597,8.675,5.008,11.679,0.047,-5.008,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
467,4.533,8.977,5.090,11.679,0.108,-5.090,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
468,4.470,9.274,5.191,11.679,0.252,-5.191,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
469,4.407,9.570,5.292,11.679,0.499,-5.292,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
470,4.345,9.860,5.413,11.679,0.838,-5.413,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
471,4.284,10.149,5.538,11.679,1.215,-5.538,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
472,4.223,10.433,5.672,11.679,1.624,-5.672,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
473,4.164,10.711,5.821,11.679,2.050,-5.821,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
474,4.105,10.989,5.969,11.679,2.429,-5.969,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
475,4.049,11.254,6.139,11.679,2.799,-6.139,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
476,6.601,1.412,6.139,11.702,1.460,-6.139,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
477,6.544,1.677,5.970,11.702,1.220,-5.970,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
478,6.485,1.955,5.822,11.702,1.003,-5.822,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
479,6.426,2.232,5.674,11.702,0.784,-5.674,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
480,6.366,2.516,5.540,11.702,0.577,-5.540,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
481,6.305,2.804,5.415,11.702,0.400,-5.415,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
482,6.243,3.094,5.294,11.702,0.266,-5.294,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
483,6.180,3.391,5.193,11.702,0.178,-5.193,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
484,6.117,3.688,5.093,11.702,0.110,-5.093,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
485,6.053,3.990,5.010,11.702,0.076,-5.010,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
486,5.988,4.294,4.934,11.702,0.042,-4.934,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
487,5.923,4.600,4.865,11.702,0.020,-4.865,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
488,5.857,4.909,4.814,11.702,0.021,-4.814,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
489,5.792,5.218,4.763,11.702,0.030,-4.763,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
490,5.725,5.530,4.734,11.702,0.078,-4.734,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
491,5.659,5.842,4.708,11.702,0.130,-4.708,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
492,5.593,6.154,4.693,11.702,0.263,-4.693,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
493,5.526,6.468,4.693,11.702,0.408,-4.693,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
494,5.460,6.781,4.693,11.702,0.518,-4.693,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
495,5.393,7.093,4.719,11.702,0.628,-4.719,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
496,5.327,7.405,4.745,11.702,0.669,-4.745,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
497,5.261,7.716,4.784,11.702,0.629,-4.784,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
498,5.195,8.025,4.836,11.702,0.526,-4.836,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
499,5.130,8.333,4.890,11.702,0.344,-4.890,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
500,5.065,8.637,4.966,11.702,0.186,-4.966,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
501,5.000,8.941,5.042,11.702,0.116,-5.042,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
502,4.937,9.241,5.135,11.702,0.156,-5.135,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
503,4.874,9.537,5.236,11.702,0.343,-5.236,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
504,4.811,9.832,5.343,11.702,0.626,-5.343,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
505,4.750,10.120,5.468,11.702,0.975,-5.468,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
506,4.688,10.409,5.593,11.702,1.366,-5.593,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
507,4.629,10.689,5.737,11.702,1.804,-5.737,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
508,4.570,10.967,5.885,11.702,2.197,-5.885,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
509,4.512,11.240,6.041,11.702,2.582,-6.041,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
510,4.455,11.505,6.212,11.702,2.960,-6.212,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
511,7.064,1.396,6.225,11.723,1.991,-6.225,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
512,7.008,1.661,6.054,11.723,1.779,-6.054,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
513,6.950,1.933,5.897,11.723,1.547,-5.897,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
514,6.891,2.211,5.749,11.723,1.304,-5.749,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
515,6.832,2.490,5.603,11.723,1.066,-5.603,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
516,6.770,2.778,5.479,11.723,0.826,-5.479,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
517,6.709,3.066,5.354,11.723,0.582,-5.354,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
518,6.647,3.360,5.245,11.723,0.380,-5.245,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
519,6.583,3.657,5.145,11.723,0.241,-5.145,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
520,6.520,3.956,5.049,11.723,0.147,-5.049,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
521,6.455,4.260,4.973,11.723,0.085,-4.973,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
522,6.391,4.564,4.897,11.723,0.037,-4.897,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
523,6.325,4.872,4.841,11.723,0.013,-4.841,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
524,6.260,5.181,4.790,11.723,0.002,-4.790,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
525,6.194,5.491,4.747,11.723,0.014,-4.747,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
526,6.127,5.804,4.722,11.723,0.054,-4.722,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
527,6.061,6.116,4.696,11.723,0.108,-4.696,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
528,5.994,6.429,4.693,11.723,0.207,-4.693,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
529,5.928,6.742,4.693,11.723,0.351,-4.693,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
530,5.861,7.054,4.705,11.723,0.497,-4.705,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
531,5.795,7.367,4.731,11.723,0.618,-4.731,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
532,5.729,7.679,4.757,11.723,0.657,-4.757,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
533,5.663,7.988,4.808,11.723,0.610,-4.808,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
534,5.597,8.297,4.859,11.723,0.472,-4.859,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
535,5.532,8.603,4.924,11.723,0.313,-4.924,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
536,5.468,8.907,5.001,11.723,0.183,-5.001,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
537,5.403,9.211,5.080,11.723,0.146,-5.080,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
538,5.340,9.507,5.181,11.723,0.284,-5.181,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
539,5.277,9.804,5.281,11.723,0.540,-5.281,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
540,5.215,10.095,5.398,11.723,0.880,-5.398,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
541,5.154,10.384,5.523,11.723,1.261,-5.523,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
542,5.093,10.670,5.654,11.723,1.653,-5.654,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
543,5.034,10.948,5.802,11.723,2.035,-5.802,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
544,4.975,11.226,5.950,11.723,2.403,-5.950,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
545,4.918,11.493,6.116,11.723,2.767,-6.116,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
546,7.166,3.081,6.108,10.361,1.576,-6.108,17,6.251,7.385,4.694,7.246,2.705,6.395,5.256,12.066,6.395,False,False,False,False
547,7.109,3.347,5.919,10.361,1.226,-5.919,17,6.251,7.385,4.694,7.246,2.705,6.395,5.256,12.066,6.395,False,False,False,False
548,7.051,3.623,5.747,10.361,0.942,-5.747,17,6.251,7.385,4.694,7.246,2.705,6.395,5.256,12.066,6.395,False,False,False,False
549,6.991,3.903,5.581,10.361,0.722,-5.581,17,6.251,7.385,4.694,7.246,2.705,6.395,5.256,12.066,6.395,False,False,False,False
550,6.929,4.194,5.435,10.361,0.558,-5.435,17,6.251,7.385,4.694,7.246,2.705,6.395,5.256,12.066,6.395,False,False,False,False
551,6.867,4.487,5.294,10.361,0.445,-5.294,17,6.251,7.385,4.694,7.246,2.705,6.395,5.256,12.066,6.395,False,False,False,False
