index,position_x,position_y,position_z,pitchy,pitchx,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,Universe,bulbonline,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_Yaxis_indicatorLocal,AmI_Xaxis_indicatorLocal,AmI_0axis_IndicatorLocal,AmI_Zaxis_indicatorLocal,AmI_0axis_IndicatorGlobal,AmI_Zaxis_indicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Xaxis_indicatorGlobal
268,2.640,4.895,4.362,0.320,0.450,9.978,0.282,-0.282,8,2,15,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
269,2.571,5.219,4.363,0.320,0.450,9.978,0.133,-0.133,8,2,16,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
270,2.502,5.543,4.367,0.320,0.450,9.978,0.072,-0.072,8,1,17,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
271,2.434,5.865,4.399,0.320,0.450,9.978,0.090,-0.090,8,1,18,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
272,2.365,6.187,4.434,0.320,0.450,9.978,0.113,-0.113,8,1,19,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
273,2.298,6.505,4.496,0.320,0.450,9.978,0.146,-0.146,8,1,20,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
274,2.230,6.823,4.561,0.320,0.450,9.978,0.122,-0.122,8,1,21,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
275,2.164,7.134,4.652,0.320,0.450,9.978,0.165,-0.165,8,1,22,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
276,2.098,7.444,4.747,0.320,0.450,9.978,0.290,-0.290,8,1,23,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
277,2.034,7.746,4.866,0.320,0.450,9.978,0.529,-0.529,8,1,24,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
278,1.970,8.046,4.990,0.320,0.450,9.978,0.875,-0.875,8,1,25,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
279,1.909,8.336,5.137,0.320,0.450,9.978,1.386,-1.386,8,1,26,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
280,1.848,8.623,5.289,0.320,0.450,9.978,1.780,-1.780,8,1,27,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
281,1.789,8.898,5.463,0.320,0.450,9.978,2.071,-2.071,8,1,28,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,False,False,False,False,False,False,False,False
282,3.991,0.703,6.075,0.320,0.450,9.917,0.273,-0.273,9,2,0,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
283,3.940,0.944,5.871,0.320,0.450,9.917,0.225,-0.225,9,2,1,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
284,3.886,1.196,5.681,0.320,0.450,9.917,0.195,-0.195,9,2,2,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
285,3.831,1.454,5.500,0.320,0.450,9.917,0.165,-0.165,9,2,3,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
286,3.775,1.722,5.334,0.320,0.450,9.917,0.159,-0.159,9,2,4,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
287,3.717,1.994,5.177,0.320,0.450,9.917,0.163,-0.163,9,2,5,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
288,3.657,2.275,5.037,0.320,0.450,9.917,0.210,-0.210,9,2,6,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
289,3.596,2.560,4.904,0.320,0.450,9.917,0.315,-0.315,9,2,7,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
290,3.534,2.853,4.792,0.320,0.450,9.917,0.443,-0.443,9,2,8,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
291,3.471,3.148,4.685,0.320,0.450,9.917,0.559,-0.559,9,2,9,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
292,3.407,3.450,4.601,0.320,0.450,9.917,0.648,-0.648,9,2,10,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
293,3.343,3.753,4.520,0.320,0.450,9.917,0.667,-0.667,9,2,11,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
294,3.277,4.061,4.466,0.320,0.450,9.917,0.576,-0.576,9,2,12,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
295,3.212,4.370,4.412,0.320,0.450,9.917,0.405,-0.405,9,2,13,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
296,3.145,4.682,4.387,0.320,0.450,9.917,0.237,-0.237,9,2,14,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
297,3.079,4.993,4.362,0.320,0.450,9.917,0.115,-0.115,9,2,15,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
298,3.013,5.306,4.365,0.320,0.450,9.917,0.077,-0.077,9,2,16,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
299,2.946,5.619,4.370,0.320,0.450,9.917,0.100,-0.100,9,1,17,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
300,2.880,5.931,4.401,0.320,0.450,9.917,0.117,-0.117,9,1,18,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
301,2.814,6.242,4.436,0.320,0.450,9.917,0.097,-0.097,9,1,19,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
302,2.748,6.550,4.495,0.320,0.450,9.917,0.082,-0.082,9,1,20,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
303,2.683,6.857,4.558,0.320,0.450,9.917,0.055,-0.055,9,1,21,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
304,2.619,7.158,4.645,0.320,0.450,9.917,0.048,-0.048,9,1,22,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
305,2.555,7.458,4.737,0.320,0.450,9.917,0.117,-0.117,9,1,23,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
306,2.493,7.750,4.849,0.320,0.450,9.917,0.272,-0.272,9,1,24,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
307,2.431,8.040,4.970,0.320,0.450,9.917,0.501,-0.501,9,1,25,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
308,2.372,8.322,5.108,0.320,0.450,9.917,0.814,-0.814,9,1,26,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
309,2.313,8.600,5.255,0.320,0.450,9.917,1.169,-1.169,9,1,27,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
310,2.255,8.869,5.418,0.320,0.450,9.917,1.516,-1.516,9,1,28,4.050,3.924,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,False,False,False,False,False,False,False,False
311,4.453,0.693,6.181,0.320,0.450,9.872,0.173,-0.173,10,2,0,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
312,4.404,0.926,5.966,0.320,0.450,9.872,0.103,-0.103,10,2,1,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
313,4.351,1.176,5.774,0.320,0.450,9.872,0.066,-0.066,10,2,2,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
314,4.297,1.427,5.583,0.320,0.450,9.872,0.041,-0.041,10,2,3,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
315,4.241,1.693,5.414,0.320,0.450,9.872,0.072,-0.072,10,2,4,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
316,4.184,1.960,5.248,0.320,0.450,9.872,0.039,-0.039,10,2,5,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
317,4.125,2.239,5.104,0.320,0.450,9.872,0.037,-0.037,10,2,6,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
318,4.065,2.521,4.964,0.320,0.450,9.872,0.039,-0.039,10,2,7,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
319,4.003,2.811,4.845,0.320,0.450,9.872,0.048,-0.048,10,2,8,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
320,3.941,3.104,4.733,0.320,0.450,9.872,0.094,-0.094,10,2,9,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
321,3.877,3.404,4.640,0.320,0.450,9.872,0.175,-0.175,10,2,10,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
322,3.813,3.706,4.556,0.320,0.450,9.872,0.221,-0.221,10,2,11,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
323,3.748,4.012,4.492,0.320,0.450,9.872,0.178,-0.178,10,2,12,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
324,3.682,4.320,4.437,0.320,0.450,9.872,0.147,-0.147,10,2,13,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
325,3.616,4.631,4.400,0.320,0.450,9.872,0.067,-0.067,10,2,14,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
326,3.550,4.943,4.375,0.320,0.450,9.872,0.035,-0.035,10,2,15,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
327,3.484,5.255,4.366,0.320,0.450,9.872,0.095,-0.095,10,2,16,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
328,3.417,5.568,4.370,0.320,0.450,9.872,0.164,-0.164,10,2,17,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
329,3.351,5.880,4.390,0.320,0.450,9.872,0.203,-0.203,10,1,18,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
330,3.284,6.192,4.424,0.320,0.450,9.872,0.197,-0.197,10,1,19,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
331,3.219,6.501,4.471,0.320,0.450,9.872,0.141,-0.141,10,1,20,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
332,3.153,6.808,4.536,0.320,0.450,9.872,0.069,-0.069,10,1,21,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
333,3.089,7.112,4.611,0.320,0.450,9.872,0.028,-0.028,10,1,22,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
334,3.025,7.412,4.704,0.320,0.450,9.872,0.013,-0.013,10,1,23,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
335,2.962,7.708,4.806,0.320,0.450,9.872,0.068,-0.068,10,1,24,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
336,2.901,7.998,4.927,0.320,0.450,9.872,0.206,-0.206,10,1,25,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
337,2.840,8.284,5.055,0.320,0.450,9.872,0.370,-0.370,10,1,26,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
338,2.781,8.562,5.203,0.320,0.450,9.872,0.592,-0.592,10,1,27,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
339,2.722,8.836,5.357,0.320,0.450,9.872,0.871,-0.871,10,1,28,4.500,3.914,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,False,False,False,False,False,False,False,False
340,4.860,0.945,6.108,0.320,0.450,10.683,0.173,-0.173,11,2,0,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
341,4.805,1.200,5.923,0.320,0.450,10.683,0.107,-0.107,11,2,1,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
342,4.749,1.466,5.754,0.320,0.450,10.683,0.080,-0.080,11,2,2,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
343,4.692,1.733,5.587,0.320,0.450,10.683,0.060,-0.060,11,2,3,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
344,4.633,2.013,5.444,0.320,0.450,10.683,0.071,-0.071,11,2,4,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
345,4.573,2.293,5.300,0.320,0.450,10.683,0.068,-0.068,11,2,5,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
346,4.512,2.582,5.177,0.320,0.450,10.683,0.085,-0.085,11,2,6,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
347,4.450,2.873,5.059,0.320,0.450,10.683,0.047,-0.047,11,2,7,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
348,4.387,3.169,4.957,0.320,0.450,10.683,0.044,-0.044,11,2,8,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
349,4.323,3.469,4.865,0.320,0.450,10.683,0.066,-0.066,11,2,9,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
350,4.259,3.771,4.784,0.320,0.450,10.683,0.102,-0.102,11,2,10,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
351,4.194,4.077,4.719,0.320,0.450,10.683,0.120,-0.120,11,2,11,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
352,4.129,4.385,4.659,0.320,0.450,10.683,0.140,-0.140,11,2,12,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
353,4.063,4.695,4.622,0.320,0.450,10.683,0.155,-0.155,11,2,13,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
354,3.996,5.006,4.585,0.320,0.450,10.683,0.212,-0.212,11,2,14,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
355,3.930,5.319,4.574,0.320,0.450,10.683,0.312,-0.312,11,2,15,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
356,3.863,5.632,4.565,0.320,0.450,10.683,0.397,-0.397,11,2,16,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
357,3.797,5.945,4.576,0.320,0.450,10.683,0.437,-0.437,11,1,17,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
358,3.730,6.258,4.595,0.320,0.450,10.683,0.416,-0.416,11,1,18,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
359,3.664,6.570,4.628,0.320,0.450,10.683,0.361,-0.361,11,1,19,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
360,3.598,6.879,4.675,0.320,0.450,10.683,0.289,-0.289,11,1,20,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
361,3.533,7.188,4.729,0.320,0.450,10.683,0.229,-0.229,11,1,21,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
362,3.468,7.493,4.804,0.320,0.450,10.683,0.164,-0.164,11,1,22,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
363,3.403,7.797,4.879,0.320,0.450,10.683,0.087,-0.087,11,1,23,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
364,3.340,8.094,4.981,0.320,0.450,10.683,0.104,-0.104,11,1,24,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
365,3.277,8.390,5.082,0.320,0.450,10.683,0.173,-0.173,11,1,25,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
366,3.216,8.679,5.205,0.320,0.450,10.683,0.336,-0.336,11,1,26,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
367,3.155,8.967,5.333,0.320,0.450,10.683,0.566,-0.566,11,1,27,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
368,3.095,9.247,5.475,0.320,0.450,10.683,0.866,-0.866,11,1,28,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
369,3.037,9.521,5.627,0.320,0.450,10.683,1.226,-1.226,11,1,29,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
370,2.979,9.791,5.789,0.320,0.450,10.683,1.588,-1.588,11,1,30,4.950,4.447,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,False,False,False,False,False,False,False,False
371,5.321,0.941,6.221,0.320,0.450,11.466,0.389,-0.389,12,2,0,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
372,5.265,1.204,6.047,0.320,0.450,11.466,0.266,-0.266,12,2,1,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
373,5.207,1.475,5.887,0.320,0.450,11.466,0.192,-0.192,12,2,2,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
374,5.149,1.750,5.736,0.320,0.450,11.466,0.132,-0.132,12,2,3,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
375,5.089,2.029,5.590,0.320,0.450,11.466,0.076,-0.076,12,2,4,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
376,5.028,2.316,5.462,0.320,0.450,11.466,0.056,-0.056,12,2,5,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
377,4.967,2.603,5.335,0.320,0.450,11.466,0.044,-0.044,12,2,6,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
378,4.905,2.898,5.228,0.320,0.450,11.466,0.035,-0.035,12,2,7,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
379,4.842,3.194,5.125,0.320,0.450,11.466,0.045,-0.045,12,2,8,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
380,4.778,3.494,5.033,0.320,0.450,11.466,0.071,-0.071,12,2,9,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
381,4.714,3.797,4.955,0.320,0.450,11.466,0.103,-0.103,12,2,10,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
382,4.649,4.101,4.878,0.320,0.450,11.466,0.123,-0.123,12,2,11,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
383,4.583,4.410,4.826,0.320,0.450,11.466,0.158,-0.158,12,2,12,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
384,4.518,4.719,4.774,0.320,0.450,11.466,0.204,-0.204,12,2,13,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
385,4.452,5.030,4.739,0.320,0.450,11.466,0.280,-0.280,12,2,14,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
386,4.385,5.341,4.713,0.320,0.450,11.466,0.380,-0.380,12,2,15,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
387,4.319,5.653,4.693,0.320,0.450,11.466,0.464,-0.464,12,2,16,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
388,4.252,5.966,4.693,0.320,0.450,11.466,0.504,-0.504,12,1,17,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
389,4.186,6.279,4.693,0.320,0.450,11.466,0.490,-0.490,12,1,18,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
390,4.120,6.591,4.717,0.320,0.450,11.466,0.477,-0.477,12,1,19,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
391,4.053,6.903,4.743,0.320,0.450,11.466,0.432,-0.432,12,1,20,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
392,3.987,7.213,4.782,0.320,0.450,11.466,0.412,-0.412,12,1,21,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
393,3.922,7.523,4.834,0.320,0.450,11.466,0.333,-0.333,12,1,22,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
394,3.856,7.831,4.889,0.320,0.450,11.466,0.216,-0.216,12,1,23,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
395,3.792,8.135,4.967,0.320,0.450,11.466,0.105,-0.105,12,1,24,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
396,3.727,8.439,5.045,0.320,0.450,11.466,0.037,-0.037,12,1,25,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
397,3.663,8.737,5.141,0.320,0.450,11.466,0.102,-0.102,12,1,26,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
398,3.600,9.034,5.244,0.320,0.450,11.466,0.274,-0.274,12,1,27,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
399,3.538,9.328,5.356,0.320,0.450,11.466,0.530,-0.530,12,1,28,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
400,3.477,9.615,5.483,0.320,0.450,11.466,0.858,-0.858,12,1,29,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
401,3.416,9.902,5.611,0.320,0.450,11.466,1.213,-1.213,12,1,30,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
402,3.357,10.179,5.761,0.320,0.450,11.466,1.587,-1.587,12,1,31,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
403,3.298,10.455,5.912,0.320,0.450,11.466,2.011,-2.011,12,1,32,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
404,3.241,10.724,6.076,0.320,0.450,11.466,2.425,-2.425,12,1,33,5.400,4.925,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,False,False,False,False,False,False,False,False
405,5.729,1.185,6.138,0.320,0.450,11.659,0.636,-0.636,13,2,0,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
406,5.672,1.451,5.969,0.320,0.450,11.659,0.452,-0.452,13,2,1,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
407,5.613,1.728,5.820,0.320,0.450,11.659,0.316,-0.316,13,2,2,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
408,5.555,2.005,5.671,0.320,0.450,11.659,0.188,-0.188,13,2,3,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
409,5.494,2.289,5.537,0.320,0.450,11.659,0.095,-0.095,13,2,4,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
410,5.433,2.577,5.412,0.320,0.450,11.659,0.036,-0.036,13,2,5,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
411,5.371,2.867,5.291,0.320,0.450,11.659,0.004,-0.004,13,2,6,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
412,5.308,3.164,5.190,0.320,0.450,11.659,0.014,-0.014,13,2,7,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
